,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
254,0 days 01:50:24.984000,OCO,31,0 days 00:01:38.005000,31.0,2.0,,,26.203,29.604,42.198,0 days 01:49:13.220000,0 days 01:49:42.824000,0 days 01:50:25.022000,281.0,273.0,259.0,313.0,False,HARD,20.0,True,Haas F1 Team,0 days 01:48:46.979000,2025-03-23 07:53:22.814,1,9.0,False,,False,True,98.005,98.005
255,0 days 01:52:02.854000,OCO,31,0 days 00:01:37.870000,32.0,2.0,,,26.06,29.655,42.155,0 days 01:50:51.082000,0 days 01:51:20.737000,0 days 01:52:02.892000,280.0,271.0,261.0,312.0,False,HARD,21.0,True,Haas F1 Team,0 days 01:50:24.984000,2025-03-23 07:55:00.819,1,9.0,False,,False,True,97.87,97.87
256,0 days 01:53:40.609000,OCO,31,0 days 00:01:37.755000,33.0,2.0,,,26.133,29.559,42.063,0 days 01:52:29.025000,0 days 01:52:58.584000,0 days 01:53:40.647000,281.0,273.0,262.0,313.0,False,HARD,22.0,True,Haas F1 Team,0 days 01:52:02.854000,2025-03-23 07:56:38.689,1,9.0,False,,False,True,97.755,97.755
257,0 days 01:55:18.373000,OCO,31,0 days 00:01:37.764000,34.0,2.0,,,26.156,29.589,42.019,0 days 01:54:06.803000,0 days 01:54:36.392000,0 days 01:55:18.411000,,273.0,262.0,314.0,False,HARD,23.0,True,Haas F1 Team,0 days 01:53:40.609000,2025-03-23 07:58:16.444,1,9.0,False,,False,True,97.764,97.764
258,0 days 01:56:56.101000,OCO,31,0 days 00:01:37.728000,35.0,2.0,,,26.098,29.576,42.054,0 days 01:55:44.509000,0 days 01:56:14.085000,0 days 01:56:56.139000,,273.0,262.0,314.0,False,HARD,24.0,True,Haas F1 Team,0 days 01:55:18.373000,2025-03-23 07:59:54.208,1,8.0,False,,False,True,97.728,97.72800000000001
259,0 days 01:58:33.628000,OCO,31,0 days 00:01:37.527000,36.0,2.0,,,26.142,29.451,41.934,0 days 01:57:22.281000,0 days 01:57:51.732000,0 days 01:58:33.666000,279.0,271.0,262.0,311.0,True,HARD,25.0,True,Haas F1 Team,0 days 01:56:56.101000,2025-03-23 08:01:31.936,1,7.0,False,,False,True,97.527,97.527
260,0 days 02:00:10.961000,OCO,31,0 days 00:01:37.333000,37.0,2.0,,,26.077,29.247,42.009,0 days 01:58:59.743000,0 days 01:59:28.990000,0 days 02:00:10.999000,280.0,273.0,261.0,313.0,True,HARD,26.0,True,Haas F1 Team,0 days 01:58:33.628000,2025-03-23 08:03:09.463,1,7.0,False,,False,True,97.333,97.333
261,0 days 02:01:48.809000,OCO,31,0 days 00:01:37.848000,38.0,2.0,,,26.406,29.442,42.0,0 days 02:00:37.405000,0 days 02:01:06.847000,0 days 02:01:48.847000,281.0,273.0,263.0,313.0,False,HARD,27.0,True,Haas F1 Team,0 days 02:00:10.961000,2025-03-23 08:04:46.796,1,7.0,False,,False,True,97.848,97.848
262,0 days 02:03:25.789000,OCO,31,0 days 00:01:36.980000,39.0,2.0,,,25.981,29.209,41.79,0 days 02:02:14.828000,0 days 02:02:44.037000,0 days 02:03:25.827000,,273.0,263.0,312.0,True,HARD,28.0,True,Haas F1 Team,0 days 02:01:48.809000,2025-03-23 08:06:24.644,1,7.0,False,,False,True,96.98,96.97999999999999
263,0 days 02:05:03.058000,OCO,31,0 days 00:01:37.269000,40.0,2.0,,,26.005,29.43,41.834,0 days 02:03:51.832000,0 days 02:04:21.262000,0 days 02:05:03.096000,280.0,272.0,261.0,313.0,False,HARD,29.0,True,Haas F1 Team,0 days 02:03:25.789000,2025-03-23 08:08:01.624,1,7.0,False,,False,True,97.269,97.269
264,0 days 02:06:40.199000,OCO,31,0 days 00:01:37.141000,41.0,2.0,,,26.162,29.233,41.746,0 days 02:05:29.258000,0 days 02:05:58.491000,0 days 02:06:40.237000,,274.0,263.0,310.0,False,HARD,30.0,True,Haas F1 Team,0 days 02:05:03.058000,2025-03-23 08:09:38.893,1,7.0,False,,False,True,97.141,97.14099999999999
265,0 days 02:08:17.332000,OCO,31,0 days 00:01:37.133000,42.0,2.0,,,26.006,29.363,41.764,0 days 02:07:06.243000,0 days 02:07:35.606000,0 days 02:08:17.370000,279.0,272.0,261.0,310.0,False,HARD,31.0,True,Haas F1 Team,0 days 02:06:40.199000,2025-03-23 08:11:16.034,1,7.0,False,,False,True,97.133,97.13300000000001
266,0 days 02:09:54.419000,OCO,31,0 days 00:01:37.087000,43.0,2.0,,,26.049,29.171,41.867,0 days 02:08:43.419000,0 days 02:09:12.590000,0 days 02:09:54.457000,282.0,274.0,263.0,313.0,False,HARD,32.0,True,Haas F1 Team,0 days 02:08:17.332000,2025-03-23 08:12:53.167,1,7.0,False,,False,True,97.087,97.08699999999999
267,0 days 02:11:31.587000,OCO,31,0 days 00:01:37.168000,44.0,2.0,,,26.002,29.288,41.878,0 days 02:10:20.459000,0 days 02:10:49.747000,0 days 02:11:31.625000,281.0,273.0,262.0,312.0,False,HARD,33.0,True,Haas F1 Team,0 days 02:09:54.419000,2025-03-23 08:14:30.254,1,7.0,False,,False,True,97.168,97.168
268,0 days 02:13:08.516000,OCO,31,0 days 00:01:36.929000,45.0,2.0,,,26.076,29.052,41.801,0 days 02:11:57.701000,0 days 02:12:26.753000,0 days 02:13:08.554000,280.0,273.0,263.0,310.0,True,HARD,34.0,True,Haas F1 Team,0 days 02:11:31.587000,2025-03-23 08:16:07.422,1,7.0,False,,False,True,96.929,96.929
269,0 days 02:14:45.509000,OCO,31,0 days 00:01:36.993000,46.0,2.0,,,26.142,29.096,41.755,0 days 02:13:34.696000,0 days 02:14:03.792000,0 days 02:14:45.547000,281.0,273.0,263.0,312.0,False,HARD,35.0,True,Haas F1 Team,0 days 02:13:08.516000,2025-03-23 08:17:44.351,1,7.0,False,,False,True,96.993,96.993
270,0 days 02:16:22.350000,OCO,31,0 days 00:01:36.841000,47.0,2.0,,,25.958,29.129,41.754,0 days 02:15:11.505000,0 days 02:15:40.634000,0 days 02:16:22.388000,278.0,271.0,263.0,309.0,True,HARD,36.0,True,Haas F1 Team,0 days 02:14:45.509000,2025-03-23 08:19:21.344,1,7.0,False,,False,True,96.841,96.84100000000001
271,0 days 02:17:58.782000,OCO,31,0 days 00:01:36.432000,48.0,2.0,,,25.834,28.951,41.647,0 days 02:16:48.222000,0 days 02:17:17.173000,0 days 02:17:58.820000,282.0,275.0,263.0,314.0,True,HARD,37.0,True,Haas F1 Team,0 days 02:16:22.350000,2025-03-23 08:20:58.185,1,7.0,False,,False,True,96.432,96.43199999999999
272,0 days 02:19:35.291000,OCO,31,0 days 00:01:36.509000,49.0,2.0,,,25.865,29.031,41.613,0 days 02:18:24.685000,0 days 02:18:53.716000,0 days 02:19:35.329000,280.0,272.0,264.0,311.0,False,HARD,38.0,True,Haas F1 Team,0 days 02:17:58.782000,2025-03-23 08:22:34.617,1,7.0,False,,False,True,96.509,96.509
273,0 days 02:21:11.608000,OCO,31,0 days 00:01:36.317000,50.0,2.0,,,25.833,28.962,41.522,0 days 02:20:01.162000,0 days 02:20:30.124000,0 days 02:21:11.646000,,273.0,264.0,312.0,True,HARD,39.0,True,Haas F1 Team,0 days 02:19:35.291000,2025-03-23 08:24:11.126,1,7.0,False,,False,True,96.317,96.31700000000001
274,0 days 02:22:47.829000,OCO,31,0 days 00:01:36.221000,51.0,2.0,,,25.818,28.783,41.62,0 days 02:21:37.464000,0 days 02:22:06.247000,0 days 02:22:47.867000,,274.0,263.0,313.0,True,HARD,40.0,True,Haas F1 Team,0 days 02:21:11.608000,2025-03-23 08:25:47.443,1,7.0,False,,False,True,96.221,96.221
275,0 days 02:24:23.996000,OCO,31,0 days 00:01:36.167000,52.0,2.0,,,25.783,28.841,41.543,0 days 02:23:13.650000,0 days 02:23:42.491000,0 days 02:24:24.034000,279.0,272.0,264.0,311.0,True,HARD,41.0,True,Haas F1 Team,0 days 02:22:47.829000,2025-03-23 08:27:23.664,1,7.0,False,,False,True,96.167,96.167
276,0 days 02:26:00.377000,OCO,31,0 days 00:01:36.381000,53.0,2.0,,,25.865,28.977,41.539,0 days 02:24:49.899000,0 days 02:25:18.876000,0 days 02:26:00.415000,280.0,274.0,263.0,313.0,False,HARD,42.0,True,Haas F1 Team,0 days 02:24:23.996000,2025-03-23 08:28:59.831,1,7.0,False,,False,True,96.381,96.381
277,0 days 02:27:36.379000,OCO,31,0 days 00:01:36.002000,54.0,2.0,,,25.648,28.781,41.573,0 days 02:26:26.063000,0 days 02:26:54.844000,0 days 02:27:36.417000,282.0,275.0,264.0,315.0,True,HARD,43.0,True,Haas F1 Team,0 days 02:26:00.377000,2025-03-23 08:30:36.212,1,7.0,False,,False,True,96.002,96.00200000000001
278,0 days 02:29:12.357000,OCO,31,0 days 00:01:35.978000,55.0,2.0,,,25.683,28.809,41.486,0 days 02:28:02.100000,0 days 02:28:30.909000,0 days 02:29:12.395000,279.0,272.0,265.0,309.0,True,HARD,44.0,True,Haas F1 Team,0 days 02:27:36.379000,2025-03-23 08:32:12.214,1,7.0,False,,False,True,95.978,95.97800000000001
279,0 days 02:30:48.097000,OCO,31,0 days 00:01:35.740000,56.0,2.0,,,25.54,28.833,41.367,0 days 02:29:37.935000,0 days 02:30:06.768000,0 days 02:30:48.135000,278.0,271.0,264.0,309.0,True,HARD,45.0,True,Haas F1 Team,0 days 02:29:12.357000,2025-03-23 08:33:48.192,1,7.0,False,,False,True,95.74,95.74
280,0 days 01:00:46.110000,ANT,12,0 days 00:01:43.008000,1.0,1.0,,,,30.674,42.716,,0 days 01:00:03.558000,0 days 01:00:46.253000,283.0,272.0,257.0,316.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:59:02.863000,2025-03-23 07:03:38.698,12,7.0,False,,False,False,103.008,
281,0 days 01:02:24.457000,ANT,12,0 days 00:01:38.347000,2.0,1.0,,,26.269,30.015,42.063,0 days 01:01:12.436000,0 days 01:01:42.451000,0 days 01:02:24.514000,278.0,272.0,263.0,337.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:00:46.110000,2025-03-23 07:05:21.945,1,7.0,False,,False,True,98.347,98.34700000000001
282,0 days 01:04:02.960000,ANT,12,0 days 00:01:38.503000,3.0,1.0,,,26.318,30.043,42.142,0 days 01:02:50.832000,0 days 01:03:20.875000,0 days 01:04:03.017000,275.0,264.0,263.0,334.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:02:24.457000,2025-03-23 07:07:00.292,12,7.0,False,,False,True,98.503,98.50300000000001
283,0 days 01:05:41.784000,ANT,12,0 days 00:01:38.824000,4.0,1.0,,,26.379,30.064,42.381,0 days 01:04:29.396000,0 days 01:04:59.460000,0 days 01:05:41.841000,270.0,261.0,258.0,316.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:04:02.960000,2025-03-23 07:08:38.795,1,7.0,False,,False,True,98.824,98.824
284,0 days 01:07:20.581000,ANT,12,0 days 00:01:38.797000,5.0,1.0,,,26.459,30.095,42.243,0 days 01:06:08.300000,0 days 01:06:38.395000,0 days 01:07:20.638000,274.0,266.0,257.0,317.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:05:41.784000,2025-03-23 07:10:17.619,1,7.0,False,,False,True,98.797,98.797
285,0 days 01:08:59.492000,ANT,12,0 days 00:01:38.911000,6.0,1.0,,,26.573,30.052,42.286,0 days 01:07:47.211000,0 days 01:08:17.263000,0 days 01:08:59.549000,273.0,266.0,259.0,318.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:07:20.581000,2025-03-23 07:11:56.416,12,7.0,False,,False,True,98.911,98.911
286,0 days 01:10:38.457000,ANT,12,0 days 00:01:38.965000,7.0,1.0,,,26.592,30.005,42.368,0 days 01:09:26.141000,0 days 01:09:56.146000,0 days 01:10:38.514000,,266.0,259.0,318.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:08:59.492000,2025-03-23 07:13:35.327,1,7.0,False,,False,True,98.965,98.965
287,0 days 01:12:17.575000,ANT,12,0 days 00:01:39.118000,8.0,1.0,,,26.598,30.141,42.379,0 days 01:11:05.112000,0 days 01:11:35.253000,0 days 01:12:17.632000,,266.0,259.0,318.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:10:38.457000,2025-03-23 07:15:14.292,1,7.0,False,,False,True,99.118,99.118
288,0 days 01:13:56.859000,ANT,12,0 days 00:01:39.284000,9.0,1.0,,,26.668,30.233,42.383,0 days 01:12:44.300000,0 days 01:13:14.533000,0 days 01:13:56.916000,,266.0,259.0,318.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:12:17.575000,2025-03-23 07:16:53.410,1,7.0,False,,False,True,99.284,99.28399999999999
289,0 days 01:15:36.057000,ANT,12,0 days 00:01:39.198000,10.0,1.0,,,26.72,30.103,42.375,0 days 01:14:23.636000,0 days 01:14:53.739000,0 days 01:15:36.114000,272.0,266.0,259.0,319.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:13:56.859000,2025-03-23 07:18:32.694,1,7.0,False,,False,True,99.198,99.19800000000001
290,0 days 01:17:15.270000,ANT,12,0 days 00:01:39.213000,11.0,1.0,,,26.582,30.236,42.395,0 days 01:16:02.696000,0 days 01:16:32.932000,0 days 01:17:15.327000,273.0,267.0,258.0,318.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:15:36.057000,2025-03-23 07:20:11.892,1,7.0,False,,False,True,99.213,99.213
291,0 days 01:18:59.540000,ANT,12,0 days 00:01:44.270000,12.0,1.0,,0 days 01:18:57.833000,26.501,30.206,47.563,0 days 01:17:41.828000,0 days 01:18:12.034000,0 days 01:18:59.597000,,266.0,,317.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:17:15.270000,2025-03-23 07:21:51.105,1,8.0,False,,False,False,104.27,104.27000000000001
292,0 days 01:20:56.548000,ANT,12,0 days 00:01:57.008000,13.0,2.0,0 days 01:19:20.620000,,45.177,30.082,41.749,0 days 01:19:44.774000,0 days 01:20:14.856000,0 days 01:20:56.605000,281.0,265.0,264.0,334.0,False,HARD,1.0,True,Mercedes,0 days 01:18:59.540000,2025-03-23 07:23:35.375,1,14.0,False,,False,False,117.008,117.00800000000001
293,0 days 01:22:35.774000,ANT,12,0 days 00:01:39.226000,14.0,2.0,,,26.579,30.214,42.433,0 days 01:21:23.184000,0 days 01:21:53.398000,0 days 01:22:35.831000,276.0,267.0,265.0,333.0,False,HARD,2.0,True,Mercedes,0 days 01:20:56.548000,2025-03-23 07:25:32.383,1,15.0,False,,False,True,99.226,99.226
294,0 days 01:24:14.555000,ANT,12,0 days 00:01:38.781000,15.0,2.0,,,26.681,30.033,42.067,0 days 01:23:02.512000,0 days 01:23:32.545000,0 days 01:24:14.612000,275.0,269.0,266.0,341.0,False,HARD,3.0,True,Mercedes,0 days 01:22:35.774000,2025-03-23 07:27:11.609,1,15.0,False,,False,True,98.781,98.781
295,0 days 01:25:53.732000,ANT,12,0 days 00:01:39.177000,16.0,2.0,,,26.32,30.07,42.787,0 days 01:24:40.932000,0 days 01:25:11.002000,0 days 01:25:53.789000,276.0,268.0,267.0,340.0,False,HARD,4.0,True,Mercedes,0 days 01:24:14.555000,2025-03-23 07:28:50.390,1,15.0,False,,False,True,99.177,99.17699999999999
296,0 days 01:27:33.961000,ANT,12,0 days 00:01:40.229000,17.0,2.0,,,26.899,30.53,42.8,0 days 01:26:20.688000,0 days 01:26:51.218000,0 days 01:27:34.018000,,270.0,264.0,344.0,False,HARD,5.0,True,Mercedes,0 days 01:25:53.732000,2025-03-23 07:30:29.567,1,15.0,False,,False,True,100.229,100.229
297,0 days 01:29:14.191000,ANT,12,0 days 00:01:40.230000,18.0,2.0,,,26.736,31.16,42.334,0 days 01:28:00.754000,0 days 01:28:31.914000,0 days 01:29:14.248000,271.0,270.0,259.0,337.0,False,HARD,6.0,True,Mercedes,0 days 01:27:33.961000,2025-03-23 07:32:09.796,1,13.0,False,,False,True,100.23,100.23
298,0 days 01:30:52.223000,ANT,12,0 days 00:01:38.032000,19.0,2.0,,,26.329,29.895,41.808,0 days 01:29:40.577000,0 days 01:30:10.472000,0 days 01:30:52.280000,273.0,266.0,260.0,317.0,True,HARD,7.0,True,Mercedes,0 days 01:29:14.191000,2025-03-23 07:33:50.026,1,12.0,False,,False,True,98.032,98.03200000000001
299,0 days 01:32:30.360000,ANT,12,0 days 00:01:38.137000,20.0,2.0,,,26.149,29.805,42.183,0 days 01:31:18.429000,0 days 01:31:48.234000,0 days 01:32:30.417000,275.0,269.0,258.0,316.0,False,HARD,8.0,True,Mercedes,0 days 01:30:52.223000,2025-03-23 07:35:28.058,1,12.0,False,,False,True,98.137,98.137
300,0 days 01:34:08.017000,ANT,12,0 days 00:01:37.657000,21.0,2.0,,,26.189,29.572,41.896,0 days 01:32:56.606000,0 days 01:33:26.178000,0 days 01:34:08.074000,276.0,269.0,259.0,316.0,True,HARD,9.0,True,Mercedes,0 days 01:32:30.360000,2025-03-23 07:37:06.195,1,11.0,False,,False,True,97.657,97.657
301,0 days 01:35:45.892000,ANT,12,0 days 00:01:37.875000,22.0,2.0,,,26.134,29.732,42.009,0 days 01:34:34.208000,0 days 01:35:03.940000,0 days 01:35:45.949000,275.0,268.0,260.0,319.0,False,HARD,10.0,True,Mercedes,0 days 01:34:08.017000,2025-03-23 07:38:43.852,1,11.0,False,,False,True,97.875,97.875
302,0 days 01:37:23.674000,ANT,12,0 days 00:01:37.782000,23.0,2.0,,,26.045,29.638,42.099,0 days 01:36:11.994000,0 days 01:36:41.632000,0 days 01:37:23.731000,276.0,268.0,261.0,317.0,False,HARD,11.0,True,Mercedes,0 days 01:35:45.892000,2025-03-23 07:40:21.727,1,11.0,False,,False,True,97.782,97.78200000000001
303,0 days 01:39:01.808000,ANT,12,0 days 00:01:38.134000,24.0,2.0,,,26.203,29.834,42.097,0 days 01:37:49.934000,0 days 01:38:19.768000,0 days 01:39:01.865000,,268.0,260.0,315.0,False,HARD,12.0,True,Mercedes,0 days 01:37:23.674000,2025-03-23 07:41:59.509,1,11.0,False,,False,True,98.134,98.134
304,0 days 01:40:39.971000,ANT,12,0 days 00:01:38.163000,25.0,2.0,,,26.183,29.779,42.201,0 days 01:39:28.048000,0 days 01:39:57.827000,0 days 01:40:40.028000,275.0,268.0,260.0,316.0,False,HARD,13.0,True,Mercedes,0 days 01:39:01.808000,2025-03-23 07:43:37.643,1,11.0,False,,False,True,98.163,98.16300000000001
305,0 days 01:42:18.197000,ANT,12,0 days 00:01:38.226000,26.0,2.0,,,26.142,29.866,42.218,0 days 01:41:06.170000,0 days 01:41:36.036000,0 days 01:42:18.254000,276.0,269.0,260.0,316.0,False,HARD,14.0,True,Mercedes,0 days 01:40:39.971000,2025-03-23 07:45:15.806,1,11.0,False,,False,True,98.226,98.226
306,0 days 01:43:56.162000,ANT,12,0 days 00:01:37.965000,27.0,2.0,,,26.117,29.781,42.067,0 days 01:42:44.371000,0 days 01:43:14.152000,0 days 01:43:56.219000,,270.0,259.0,317.0,False,HARD,15.0,True,Mercedes,0 days 01:42:18.197000,2025-03-23 07:46:54.032,1,10.0,False,,False,True,97.965,97.965
307,0 days 01:45:34.056000,ANT,12,0 days 00:01:37.894000,28.0,2.0,,,26.247,29.691,41.956,0 days 01:44:22.466000,0 days 01:44:52.157000,0 days 01:45:34.113000,277.0,270.0,261.0,317.0,False,HARD,16.0,True,Mercedes,0 days 01:43:56.162000,2025-03-23 07:48:31.997,1,10.0,False,,False,True,97.894,97.894
308,0 days 01:47:11.923000,ANT,12,0 days 00:01:37.867000,29.0,2.0,,,26.261,29.572,42.034,0 days 01:46:00.374000,0 days 01:46:29.946000,0 days 01:47:11.980000,,271.0,261.0,317.0,False,HARD,17.0,True,Mercedes,0 days 01:45:34.056000,2025-03-23 07:50:09.891,1,10.0,False,,False,True,97.867,97.86699999999999
309,0 days 01:48:49.682000,ANT,12,0 days 00:01:37.759000,30.0,2.0,,,26.134,29.562,42.063,0 days 01:47:38.114000,0 days 01:48:07.676000,0 days 01:48:49.739000,276.0,269.0,261.0,317.0,False,HARD,18.0,True,Mercedes,0 days 01:47:11.923000,2025-03-23 07:51:47.758,1,10.0,False,,False,True,97.759,97.759
310,0 days 01:50:27.537000,ANT,12,0 days 00:01:37.855000,31.0,2.0,,,26.181,29.707,41.967,0 days 01:49:15.920000,0 days 01:49:45.627000,0 days 01:50:27.594000,277.0,270.0,261.0,316.0,False,HARD,19.0,True,Mercedes,0 days 01:48:49.682000,2025-03-23 07:53:25.517,1,10.0,False,,False,True,97.855,97.855
311,0 days 01:52:05.156000,ANT,12,0 days 00:01:37.619000,32.0,2.0,,,26.119,29.588,41.912,0 days 01:50:53.713000,0 days 01:51:23.301000,0 days 01:52:05.213000,,270.0,262.0,316.0,True,HARD,20.0,True,Mercedes,0 days 01:50:27.537000,2025-03-23 07:55:03.372,1,10.0,False,,False,True,97.619,97.619
312,0 days 01:53:42.975000,ANT,12,0 days 00:01:37.819000,33.0,2.0,,,26.096,29.627,42.096,0 days 01:52:31.309000,0 days 01:53:00.936000,0 days 01:53:43.032000,,271.0,263.0,316.0,False,HARD,21.0,True,Mercedes,0 days 01:52:05.156000,2025-03-23 07:56:40.991,1,10.0,False,,False,True,97.819,97.81899999999999
313,0 days 01:55:20.838000,ANT,12,0 days 00:01:37.863000,34.0,2.0,,,26.159,29.688,42.016,0 days 01:54:09.191000,0 days 01:54:38.879000,0 days 01:55:20.895000,278.0,271.0,262.0,316.0,False,HARD,22.0,True,Mercedes,0 days 01:53:42.975000,2025-03-23 07:58:18.810,1,10.0,False,,False,True,97.863,97.863
314,0 days 01:56:58.546000,ANT,12,0 days 00:01:37.708000,35.0,2.0,,,26.118,29.611,41.979,0 days 01:55:47.013000,0 days 01:56:16.624000,0 days 01:56:58.603000,,271.0,262.0,317.0,False,HARD,23.0,True,Mercedes,0 days 01:55:20.838000,2025-03-23 07:59:56.673,1,9.0,False,,False,True,97.708,97.708
315,0 days 01:58:36.092000,ANT,12,0 days 00:01:37.546000,36.0,2.0,,,26.055,29.559,41.932,0 days 01:57:24.658000,0 days 01:57:54.217000,0 days 01:58:36.149000,279.0,273.0,263.0,316.0,True,HARD,24.0,True,Mercedes,0 days 01:56:58.546000,2025-03-23 08:01:34.381,1,9.0,False,,False,True,97.546,97.546
316,0 days 02:00:13.506000,ANT,12,0 days 00:01:37.414000,37.0,2.0,,,25.991,29.429,41.994,0 days 01:59:02.140000,0 days 01:59:31.569000,0 days 02:00:13.563000,,272.0,262.0,316.0,True,HARD,25.0,True,Mercedes,0 days 01:58:36.092000,2025-03-23 08:03:11.927,1,8.0,False,,False,True,97.414,97.414
317,0 days 02:01:51.224000,ANT,12,0 days 00:01:37.718000,38.0,2.0,,,26.269,29.465,41.984,0 days 02:00:39.832000,0 days 02:01:09.297000,0 days 02:01:51.281000,280.0,275.0,264.0,317.0,False,HARD,26.0,True,Mercedes,0 days 02:00:13.506000,2025-03-23 08:04:49.341,1,8.0,False,,False,True,97.718,97.71799999999999
318,0 days 02:03:28.308000,ANT,12,0 days 00:01:37.084000,39.0,2.0,,,25.908,29.404,41.772,0 days 02:02:17.189000,0 days 02:02:46.593000,0 days 02:03:28.365000,,274.0,264.0,316.0,True,HARD,27.0,True,Mercedes,0 days 02:01:51.224000,2025-03-23 08:06:27.059,1,8.0,False,,False,True,97.084,97.084
319,0 days 02:05:05.453000,ANT,12,0 days 00:01:37.145000,40.0,2.0,,,25.977,29.334,41.834,0 days 02:03:54.342000,0 days 02:04:23.676000,0 days 02:05:05.510000,281.0,275.0,261.0,316.0,False,HARD,28.0,True,Mercedes,0 days 02:03:28.308000,2025-03-23 08:08:04.143,1,8.0,False,,False,True,97.145,97.14500000000001
320,0 days 02:06:42.671000,ANT,12,0 days 00:01:37.218000,41.0,2.0,,,25.955,29.381,41.882,0 days 02:05:31.465000,0 days 02:06:00.846000,0 days 02:06:42.728000,,274.0,263.0,315.0,False,HARD,29.0,True,Mercedes,0 days 02:05:05.453000,2025-03-23 08:09:41.288,1,8.0,False,,False,True,97.218,97.21799999999999
321,0 days 02:08:19.906000,ANT,12,0 days 00:01:37.235000,42.0,2.0,,,25.975,29.402,41.858,0 days 02:07:08.703000,0 days 02:07:38.105000,0 days 02:08:19.963000,278.0,272.0,264.0,315.0,False,HARD,30.0,True,Mercedes,0 days 02:06:42.671000,2025-03-23 08:11:18.506,1,8.0,False,,False,True,97.235,97.235
322,0 days 02:09:57.020000,ANT,12,0 days 00:01:37.114000,43.0,2.0,,,26.027,29.359,41.728,0 days 02:08:45.990000,0 days 02:09:15.349000,0 days 02:09:57.077000,281.0,275.0,265.0,316.0,False,HARD,31.0,True,Mercedes,0 days 02:08:19.906000,2025-03-23 08:12:55.741,1,8.0,False,,False,True,97.114,97.114
323,0 days 02:11:33.902000,ANT,12,0 days 00:01:36.882000,44.0,2.0,,,25.828,29.334,41.72,0 days 02:10:22.905000,0 days 02:10:52.239000,0 days 02:11:33.959000,280.0,275.0,264.0,317.0,True,HARD,32.0,True,Mercedes,0 days 02:09:57.020000,2025-03-23 08:14:32.855,1,8.0,False,,False,True,96.882,96.882
324,0 days 02:13:10.862000,ANT,12,0 days 00:01:36.960000,45.0,2.0,,,25.981,29.286,41.693,0 days 02:11:59.940000,0 days 02:12:29.226000,0 days 02:13:10.919000,281.0,275.0,265.0,316.0,False,HARD,33.0,True,Mercedes,0 days 02:11:33.902000,2025-03-23 08:16:09.737,1,8.0,False,,False,True,96.96,96.96000000000001
325,0 days 02:14:47.587000,ANT,12,0 days 00:01:36.725000,46.0,2.0,,,25.892,29.252,41.581,0 days 02:13:36.811000,0 days 02:14:06.063000,0 days 02:14:47.644000,280.0,274.0,264.0,318.0,True,HARD,34.0,True,Mercedes,0 days 02:13:10.862000,2025-03-23 08:17:46.697,1,8.0,False,,False,True,96.725,96.725
326,0 days 02:16:24.438000,ANT,12,0 days 00:01:36.851000,47.0,2.0,,,25.89,29.299,41.662,0 days 02:15:13.534000,0 days 02:15:42.833000,0 days 02:16:24.495000,279.0,273.0,265.0,316.0,False,HARD,35.0,True,Mercedes,0 days 02:14:47.587000,2025-03-23 08:19:23.422,1,8.0,False,,False,True,96.851,96.851
327,0 days 02:18:00.869000,ANT,12,0 days 00:01:36.431000,48.0,2.0,,,25.79,29.119,41.522,0 days 02:16:50.285000,0 days 02:17:19.404000,0 days 02:18:00.926000,280.0,275.0,266.0,318.0,True,HARD,36.0,True,Mercedes,0 days 02:16:24.438000,2025-03-23 08:21:00.273,1,8.0,False,,False,True,96.431,96.431
328,0 days 02:19:37.211000,ANT,12,0 days 00:01:36.342000,49.0,2.0,,,25.841,29.127,41.374,0 days 02:18:26.767000,0 days 02:18:55.894000,0 days 02:19:37.268000,,275.0,265.0,318.0,True,HARD,37.0,True,Mercedes,0 days 02:18:00.869000,2025-03-23 08:22:36.704,1,8.0,False,,False,True,96.342,96.34200000000001
329,0 days 02:21:13.451000,ANT,12,0 days 00:01:36.240000,50.0,2.0,,,25.805,29.049,41.386,0 days 02:20:03.073000,0 days 02:20:32.122000,0 days 02:21:13.508000,279.0,274.0,265.0,317.0,True,HARD,38.0,True,Mercedes,0 days 02:19:37.211000,2025-03-23 08:24:13.046,1,8.0,False,,False,True,96.24,96.24000000000001
