,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
501,0 days 01:35:56.810000,BEA,87,0 days 00:01:33.130000,25.0,2.0,,,33.004,42.068,18.058,0 days 01:34:56.702000,0 days 01:35:38.770000,0 days 01:35:56.828000,275.0,298.0,266.0,298.0,True,HARD,3.0,False,Haas F1 Team,0 days 01:34:23.680000,2025-04-06 05:42:04.110,1,14.0,False,,False,True,93.13,93.13
502,0 days 01:37:30.143000,BEA,87,0 days 00:01:33.333000,26.0,2.0,,,33.002,42.116,18.215,0 days 01:36:29.830000,0 days 01:37:11.946000,0 days 01:37:30.161000,,299.0,265.0,299.0,False,HARD,4.0,False,Haas F1 Team,0 days 01:35:56.810000,2025-04-06 05:43:37.240,1,14.0,False,,False,True,93.333,93.333
503,0 days 01:39:03.533000,BEA,87,0 days 00:01:33.390000,27.0,2.0,,,33.039,42.141,18.21,0 days 01:38:03.200000,0 days 01:38:45.341000,0 days 01:39:03.551000,,299.0,266.0,298.0,False,HARD,5.0,False,Haas F1 Team,0 days 01:37:30.143000,2025-04-06 05:45:10.573,1,14.0,False,,False,True,93.39,93.39000000000001
504,0 days 01:40:36.908000,BEA,87,0 days 00:01:33.375000,28.0,2.0,,,32.884,42.421,18.07,0 days 01:39:36.435000,0 days 01:40:18.856000,0 days 01:40:36.926000,276.0,300.0,267.0,299.0,False,HARD,6.0,False,Haas F1 Team,0 days 01:39:03.533000,2025-04-06 05:46:43.963,1,14.0,False,,False,True,93.375,93.375
505,0 days 01:42:09.987000,BEA,87,0 days 00:01:33.079000,29.0,2.0,,,32.664,42.321,18.094,0 days 01:41:09.590000,0 days 01:41:51.911000,0 days 01:42:10.005000,,301.0,267.0,300.0,True,HARD,7.0,False,Haas F1 Team,0 days 01:40:36.908000,2025-04-06 05:48:17.338,1,14.0,False,,False,True,93.079,93.07900000000001
506,0 days 01:43:42.909000,BEA,87,0 days 00:01:32.922000,30.0,2.0,,,32.538,42.172,18.212,0 days 01:42:42.543000,0 days 01:43:24.715000,0 days 01:43:42.927000,278.0,303.0,273.0,303.0,True,HARD,8.0,False,Haas F1 Team,0 days 01:42:09.987000,2025-04-06 05:49:50.417,1,14.0,False,,False,True,92.922,92.922
507,0 days 01:45:16.284000,BEA,87,0 days 00:01:33.375000,31.0,2.0,,,32.797,42.419,18.159,0 days 01:44:15.724000,0 days 01:44:58.143000,0 days 01:45:16.302000,,301.0,267.0,300.0,False,HARD,9.0,False,Haas F1 Team,0 days 01:43:42.909000,2025-04-06 05:51:23.339,1,13.0,False,,False,True,93.375,93.375
508,0 days 01:46:49.524000,BEA,87,0 days 00:01:33.240000,32.0,2.0,,,32.589,42.409,18.242,0 days 01:45:48.891000,0 days 01:46:31.300000,0 days 01:46:49.542000,276.0,302.0,270.0,297.0,False,HARD,10.0,False,Haas F1 Team,0 days 01:45:16.284000,2025-04-06 05:52:56.714,1,12.0,False,,False,True,93.24,93.24
509,0 days 01:48:23.082000,BEA,87,0 days 00:01:33.558000,33.0,2.0,,,32.367,42.388,18.803,0 days 01:47:21.909000,0 days 01:48:04.297000,0 days 01:48:23.100000,280.0,305.0,269.0,304.0,False,HARD,11.0,False,Haas F1 Team,0 days 01:46:49.524000,2025-04-06 05:54:29.954,1,11.0,False,,False,True,93.558,93.55799999999999
510,0 days 01:49:55.256000,BEA,87,0 days 00:01:32.174000,34.0,2.0,,,32.028,42.052,18.094,0 days 01:48:55.128000,0 days 01:49:37.180000,0 days 01:49:55.274000,275.0,298.0,267.0,295.0,True,HARD,12.0,False,Haas F1 Team,0 days 01:48:23.082000,2025-04-06 05:56:03.512,1,10.0,False,,False,True,92.174,92.174
511,0 days 01:51:27.604000,BEA,87,0 days 00:01:32.348000,35.0,2.0,,,32.182,42.007,18.159,0 days 01:50:27.456000,0 days 01:51:09.463000,0 days 01:51:27.622000,276.0,298.0,266.0,296.0,False,HARD,13.0,False,Haas F1 Team,0 days 01:49:55.256000,2025-04-06 05:57:35.686,1,10.0,False,,False,True,92.348,92.34799999999998
512,0 days 01:52:59.815000,BEA,87,0 days 00:01:32.211000,36.0,2.0,,,32.169,41.928,18.114,0 days 01:51:59.791000,0 days 01:52:41.719000,0 days 01:52:59.833000,278.0,299.0,266.0,300.0,False,HARD,14.0,False,Haas F1 Team,0 days 01:51:27.604000,2025-04-06 05:59:08.034,1,10.0,False,,False,True,92.211,92.211
513,0 days 01:54:32.148000,BEA,87,0 days 00:01:32.333000,37.0,2.0,,,32.228,42.033,18.072,0 days 01:53:32.061000,0 days 01:54:14.094000,0 days 01:54:32.166000,,299.0,266.0,299.0,False,HARD,15.0,False,Haas F1 Team,0 days 01:52:59.815000,2025-04-06 06:00:40.245,1,10.0,False,,False,True,92.333,92.333
514,0 days 01:56:04.615000,BEA,87,0 days 00:01:32.467000,38.0,2.0,,,32.244,42.052,18.171,0 days 01:55:04.410000,0 days 01:55:46.462000,0 days 01:56:04.633000,,299.0,266.0,299.0,False,HARD,16.0,False,Haas F1 Team,0 days 01:54:32.148000,2025-04-06 06:02:12.578,1,10.0,False,,False,True,92.467,92.46699999999998
515,0 days 01:57:36.917000,BEA,87,0 days 00:01:32.302000,39.0,2.0,,,32.227,42.036,18.039,0 days 01:56:36.860000,0 days 01:57:18.896000,0 days 01:57:36.935000,279.0,298.0,266.0,300.0,False,HARD,17.0,False,Haas F1 Team,0 days 01:56:04.615000,2025-04-06 06:03:45.045,1,10.0,False,,False,True,92.302,92.302
516,0 days 01:59:09.013000,BEA,87,0 days 00:01:32.096000,40.0,2.0,,,32.057,42.003,18.036,0 days 01:58:08.992000,0 days 01:58:50.995000,0 days 01:59:09.031000,280.0,299.0,267.0,300.0,True,HARD,18.0,False,Haas F1 Team,0 days 01:57:36.917000,2025-04-06 06:05:17.347,1,10.0,False,,False,True,92.096,92.096
517,0 days 02:00:41.232000,BEA,87,0 days 00:01:32.219000,41.0,2.0,,,31.957,42.177,18.085,0 days 01:59:40.988000,0 days 02:00:23.165000,0 days 02:00:41.250000,281.0,298.0,267.0,300.0,False,HARD,19.0,False,Haas F1 Team,0 days 01:59:09.013000,2025-04-06 06:06:49.443,1,10.0,False,,False,True,92.219,92.219
518,0 days 02:02:13.341000,BEA,87,0 days 00:01:32.109000,42.0,2.0,,,31.928,42.092,18.089,0 days 02:01:13.178000,0 days 02:01:55.270000,0 days 02:02:13.359000,280.0,299.0,266.0,299.0,False,HARD,20.0,False,Haas F1 Team,0 days 02:00:41.232000,2025-04-06 06:08:21.662,1,10.0,False,,False,True,92.109,92.109
519,0 days 02:03:45.413000,BEA,87,0 days 00:01:32.072000,43.0,2.0,,,31.995,41.931,18.146,0 days 02:02:45.354000,0 days 02:03:27.285000,0 days 02:03:45.431000,,299.0,267.0,299.0,True,HARD,21.0,False,Haas F1 Team,0 days 02:02:13.341000,2025-04-06 06:09:53.771,1,10.0,False,,False,True,92.072,92.072
520,0 days 02:05:18.422000,BEA,87,0 days 00:01:33.009000,44.0,2.0,,,31.898,42.031,19.08,0 days 02:04:17.329000,0 days 02:04:59.360000,0 days 02:05:18.440000,281.0,299.0,265.0,297.0,False,HARD,22.0,False,Haas F1 Team,0 days 02:03:45.413000,2025-04-06 06:11:25.843,1,10.0,False,,False,True,93.009,93.009
521,0 days 02:06:50.881000,BEA,87,0 days 00:01:32.459000,45.0,2.0,,,32.304,41.974,18.181,0 days 02:05:50.744000,0 days 02:06:32.718000,0 days 02:06:50.899000,280.0,299.0,267.0,297.0,False,HARD,23.0,False,Haas F1 Team,0 days 02:05:18.422000,2025-04-06 06:12:58.852,1,10.0,False,,False,True,92.459,92.45899999999999
522,0 days 02:08:23.380000,BEA,87,0 days 00:01:32.499000,46.0,2.0,,,32.053,42.231,18.215,0 days 02:07:22.952000,0 days 02:08:05.183000,0 days 02:08:23.398000,278.0,299.0,267.0,298.0,False,HARD,24.0,False,Haas F1 Team,0 days 02:06:50.881000,2025-04-06 06:14:31.311,1,10.0,False,,False,True,92.499,92.499
523,0 days 02:09:55.431000,BEA,87,0 days 00:01:32.051000,47.0,2.0,,,31.826,42.031,18.194,0 days 02:08:55.224000,0 days 02:09:37.255000,0 days 02:09:55.449000,280.0,299.0,268.0,299.0,True,HARD,25.0,False,Haas F1 Team,0 days 02:08:23.380000,2025-04-06 06:16:03.810,1,10.0,False,,False,True,92.051,92.051
524,0 days 02:11:27.521000,BEA,87,0 days 00:01:32.090000,48.0,2.0,,,31.799,42.07,18.221,0 days 02:10:27.248000,0 days 02:11:09.318000,0 days 02:11:27.539000,,300.0,267.0,299.0,False,HARD,26.0,False,Haas F1 Team,0 days 02:09:55.431000,2025-04-06 06:17:35.861,1,10.0,False,,False,True,92.09,92.09
525,0 days 02:12:59.527000,BEA,87,0 days 00:01:32.006000,49.0,2.0,,,31.782,41.995,18.229,0 days 02:11:59.321000,0 days 02:12:41.316000,0 days 02:12:59.545000,279.0,298.0,267.0,297.0,True,HARD,27.0,False,Haas F1 Team,0 days 02:11:27.521000,2025-04-06 06:19:07.951,1,10.0,False,,False,True,92.006,92.006
526,0 days 02:14:31.741000,BEA,87,0 days 00:01:32.214000,50.0,2.0,,,31.915,42.041,18.258,0 days 02:13:31.460000,0 days 02:14:13.501000,0 days 02:14:31.759000,280.0,298.0,268.0,297.0,False,HARD,28.0,False,Haas F1 Team,0 days 02:12:59.527000,2025-04-06 06:20:39.957,1,10.0,False,,False,True,92.214,92.21399999999998
527,0 days 02:16:03.789000,BEA,87,0 days 00:01:32.048000,51.0,2.0,,,31.752,42.029,18.267,0 days 02:15:03.511000,0 days 02:15:45.540000,0 days 02:16:03.807000,279.0,299.0,269.0,298.0,False,HARD,29.0,False,Haas F1 Team,0 days 02:14:31.741000,2025-04-06 06:22:12.171,1,10.0,False,,False,True,92.048,92.048
528,0 days 02:17:35.870000,BEA,87,0 days 00:01:32.081000,52.0,2.0,,,31.761,41.995,18.325,0 days 02:16:35.568000,0 days 02:17:17.563000,0 days 02:17:35.888000,282.0,299.0,267.0,298.0,False,HARD,30.0,False,Haas F1 Team,0 days 02:16:03.789000,2025-04-06 06:23:44.219,1,10.0,False,,False,True,92.081,92.081
529,0 days 02:19:08.419000,BEA,87,0 days 00:01:32.549000,53.0,2.0,,,32.064,42.155,18.33,0 days 02:18:07.952000,0 days 02:18:50.107000,0 days 02:19:08.437000,280.0,299.0,267.0,298.0,False,HARD,31.0,False,Haas F1 Team,0 days 02:17:35.870000,2025-04-06 06:25:16.300,1,10.0,False,,False,True,92.549,92.54899999999999
530,0 days 00:57:48.955000,ALO,14,0 days 00:01:42.048000,1.0,1.0,,,,44.081,18.415,,0 days 00:57:30.673000,0 days 00:57:49.204000,270.0,296.0,262.0,293.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:56:06.651000,2025-04-06 05:03:47.081,1,11.0,False,,False,False,102.048,
531,0 days 00:59:24.641000,ALO,14,0 days 00:01:35.686000,2.0,1.0,,,34.527,42.791,18.368,0 days 00:58:23.529000,0 days 00:59:06.320000,0 days 00:59:24.688000,279.0,301.0,267.0,290.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:57:48.955000,2025-04-06 05:05:29.385,1,11.0,False,,False,True,95.686,95.68599999999999
532,0 days 01:00:59.402000,ALO,14,0 days 00:01:34.761000,3.0,1.0,,,33.874,42.654,18.233,0 days 00:59:58.562000,0 days 01:00:41.216000,0 days 01:00:59.449000,274.0,299.0,264.0,295.0,True,MEDIUM,4.0,False,Aston Martin,0 days 00:59:24.641000,2025-04-06 05:07:05.071,1,11.0,False,,False,True,94.761,94.76100000000001
533,0 days 01:02:34.012000,ALO,14,0 days 00:01:34.610000,4.0,1.0,,,33.887,42.578,18.145,0 days 01:01:33.336000,0 days 01:02:15.914000,0 days 01:02:34.059000,275.0,300.0,266.0,295.0,True,MEDIUM,5.0,False,Aston Martin,0 days 01:00:59.402000,2025-04-06 05:08:39.832,1,11.0,False,,False,True,94.61,94.61
534,0 days 01:04:08.611000,ALO,14,0 days 00:01:34.599000,5.0,1.0,,,33.702,42.669,18.228,0 days 01:03:07.761000,0 days 01:03:50.430000,0 days 01:04:08.658000,276.0,299.0,265.0,298.0,True,MEDIUM,6.0,False,Aston Martin,0 days 01:02:34.012000,2025-04-06 05:10:14.442,1,11.0,False,,False,True,94.599,94.59899999999999
535,0 days 01:05:43.330000,ALO,14,0 days 00:01:34.719000,6.0,1.0,,,33.769,42.699,18.251,0 days 01:04:42.427000,0 days 01:05:25.126000,0 days 01:05:43.377000,,298.0,264.0,297.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:04:08.611000,2025-04-06 05:11:49.041,1,11.0,False,,False,True,94.719,94.719
536,0 days 01:07:17.727000,ALO,14,0 days 00:01:34.397000,7.0,1.0,,,33.425,42.762,18.21,0 days 01:06:16.802000,0 days 01:06:59.564000,0 days 01:07:17.774000,278.0,299.0,264.0,298.0,True,MEDIUM,8.0,False,Aston Martin,0 days 01:05:43.330000,2025-04-06 05:13:23.760,1,11.0,False,,False,True,94.397,94.39699999999999
537,0 days 01:08:52.224000,ALO,14,0 days 00:01:34.497000,8.0,1.0,,,33.403,42.864,18.23,0 days 01:07:51.177000,0 days 01:08:34.041000,0 days 01:08:52.271000,279.0,300.0,264.0,296.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:07:17.727000,2025-04-06 05:14:58.157,1,11.0,False,,False,True,94.497,94.497
538,0 days 01:10:26.703000,ALO,14,0 days 00:01:34.479000,9.0,1.0,,,33.413,42.766,18.3,0 days 01:09:25.684000,0 days 01:10:08.450000,0 days 01:10:26.750000,278.0,300.0,264.0,297.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:08:52.224000,2025-04-06 05:16:32.654,1,11.0,False,,False,True,94.479,94.479
539,0 days 01:12:01.201000,ALO,14,0 days 00:01:34.498000,10.0,1.0,,,33.476,42.559,18.463,0 days 01:11:00.226000,0 days 01:11:42.785000,0 days 01:12:01.248000,276.0,299.0,263.0,297.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:10:26.703000,2025-04-06 05:18:07.133,1,11.0,False,,False,True,94.498,94.49799999999999
540,0 days 01:13:35.683000,ALO,14,0 days 00:01:34.482000,11.0,1.0,,,33.48,42.673,18.329,0 days 01:12:34.728000,0 days 01:13:17.401000,0 days 01:13:35.730000,,300.0,264.0,300.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:12:01.201000,2025-04-06 05:19:41.631,1,11.0,False,,False,True,94.482,94.482
541,0 days 01:15:10.197000,ALO,14,0 days 00:01:34.514000,12.0,1.0,,,33.38,42.84,18.294,0 days 01:14:09.110000,0 days 01:14:51.950000,0 days 01:15:10.244000,,300.0,264.0,299.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:13:35.683000,2025-04-06 05:21:16.113,1,11.0,False,,False,True,94.514,94.514
542,0 days 01:16:44.524000,ALO,14,0 days 00:01:34.327000,13.0,1.0,,,33.379,42.672,18.276,0 days 01:15:43.623000,0 days 01:16:26.295000,0 days 01:16:44.571000,277.0,299.0,264.0,299.0,True,MEDIUM,14.0,False,Aston Martin,0 days 01:15:10.197000,2025-04-06 05:22:50.627,1,11.0,False,,False,True,94.327,94.32699999999998
543,0 days 01:18:19.070000,ALO,14,0 days 00:01:34.546000,14.0,1.0,,,33.347,42.856,18.343,0 days 01:17:17.918000,0 days 01:18:00.774000,0 days 01:18:19.117000,278.0,300.0,264.0,299.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:16:44.524000,2025-04-06 05:24:24.954,1,11.0,False,,False,True,94.546,94.546
544,0 days 01:19:53.381000,ALO,14,0 days 00:01:34.311000,15.0,1.0,,,33.23,42.817,18.264,0 days 01:18:52.347000,0 days 01:19:35.164000,0 days 01:19:53.428000,,299.0,264.0,299.0,True,MEDIUM,16.0,False,Aston Martin,0 days 01:18:19.070000,2025-04-06 05:25:59.500,1,11.0,False,,False,True,94.311,94.31099999999999
545,0 days 01:21:27.837000,ALO,14,0 days 00:01:34.456000,16.0,1.0,,,33.237,42.877,18.342,0 days 01:20:26.665000,0 days 01:21:09.542000,0 days 01:21:27.884000,,299.0,264.0,298.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:19:53.381000,2025-04-06 05:27:33.811,1,11.0,False,,False,True,94.456,94.456
546,0 days 01:23:02.276000,ALO,14,0 days 00:01:34.439000,17.0,1.0,,,33.255,42.946,18.238,0 days 01:22:01.139000,0 days 01:22:44.085000,0 days 01:23:02.323000,279.0,300.0,263.0,298.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:21:27.837000,2025-04-06 05:29:08.267,1,11.0,False,,False,True,94.439,94.439
547,0 days 01:24:36.645000,ALO,14,0 days 00:01:34.369000,18.0,1.0,,,33.22,42.847,18.302,0 days 01:23:35.543000,0 days 01:24:18.390000,0 days 01:24:36.692000,278.0,300.0,264.0,298.0,False,MEDIUM,19.0,False,Aston Martin,0 days 01:23:02.276000,2025-04-06 05:30:42.706,1,11.0,False,,False,True,94.369,94.369
548,0 days 01:26:10.756000,ALO,14,0 days 00:01:34.111000,19.0,1.0,,,33.224,42.661,18.226,0 days 01:25:09.916000,0 days 01:25:52.577000,0 days 01:26:10.803000,,300.0,264.0,299.0,True,MEDIUM,20.0,False,Aston Martin,0 days 01:24:36.645000,2025-04-06 05:32:17.075,1,11.0,False,,False,True,94.111,94.11099999999999
549,0 days 01:27:44.922000,ALO,14,0 days 00:01:34.166000,20.0,1.0,,,33.112,42.786,18.268,0 days 01:26:43.915000,0 days 01:27:26.701000,0 days 01:27:44.969000,279.0,300.0,265.0,299.0,False,MEDIUM,21.0,False,Aston Martin,0 days 01:26:10.756000,2025-04-06 05:33:51.186,1,10.0,False,,False,True,94.166,94.166
550,0 days 01:29:20.109000,ALO,14,0 days 00:01:35.187000,21.0,1.0,,,33.914,42.985,18.288,0 days 01:28:18.883000,0 days 01:29:01.868000,0 days 01:29:20.156000,281.0,300.0,265.0,298.0,False,MEDIUM,22.0,False,Aston Martin,0 days 01:27:44.922000,2025-04-06 05:35:25.352,1,10.0,False,,False,True,95.187,95.187
551,0 days 01:30:54.508000,ALO,14,0 days 00:01:34.399000,22.0,1.0,,,33.17,42.872,18.357,0 days 01:29:53.326000,0 days 01:30:36.198000,0 days 01:30:54.555000,276.0,300.0,266.0,300.0,False,MEDIUM,23.0,False,Aston Martin,0 days 01:29:20.109000,2025-04-06 05:37:00.539,1,9.0,False,,False,True,94.399,94.399
552,0 days 01:32:28.976000,ALO,14,0 days 00:01:34.468000,23.0,1.0,,,33.092,43.027,18.349,0 days 01:31:27.647000,0 days 01:32:10.674000,0 days 01:32:29.023000,280.0,301.0,265.0,301.0,False,MEDIUM,24.0,False,Aston Martin,0 days 01:30:54.508000,2025-04-06 05:38:34.938,1,8.0,False,,False,True,94.468,94.468
553,0 days 01:34:06.524000,ALO,14,0 days 00:01:37.548000,24.0,1.0,,0 days 01:34:05.249000,33.805,42.935,20.808,0 days 01:33:02.828000,0 days 01:33:45.763000,0 days 01:34:06.571000,,301.0,,302.0,False,MEDIUM,25.0,False,Aston Martin,0 days 01:32:28.976000,2025-04-06 05:40:09.406,1,10.0,False,,False,False,97.548,97.548
554,0 days 01:36:03.059000,ALO,14,0 days 00:01:56.535000,25.0,2.0,0 days 01:34:30.931000,,56.212,42.2,18.123,0 days 01:35:02.783000,0 days 01:35:44.983000,0 days 01:36:03.106000,275.0,298.0,265.0,297.0,False,HARD,2.0,False,Aston Martin,0 days 01:34:06.524000,2025-04-06 05:41:46.954,1,15.0,False,,False,False,116.535,116.53500000000001
555,0 days 01:37:35.917000,ALO,14,0 days 00:01:32.858000,26.0,2.0,,,32.954,41.83,18.074,0 days 01:36:36.060000,0 days 01:37:17.890000,0 days 01:37:35.964000,276.0,300.0,266.0,296.0,True,HARD,3.0,False,Aston Martin,0 days 01:36:03.059000,2025-04-06 05:43:43.489,1,15.0,False,,False,True,92.858,92.85799999999999
556,0 days 01:39:08.998000,ALO,14,0 days 00:01:33.081000,27.0,2.0,,,32.885,42.102,18.094,0 days 01:38:08.849000,0 days 01:38:50.951000,0 days 01:39:09.045000,278.0,299.0,266.0,298.0,False,HARD,4.0,False,Aston Martin,0 days 01:37:35.917000,2025-04-06 05:45:16.347,1,15.0,False,,False,True,93.081,93.08099999999999
557,0 days 01:40:42.016000,ALO,14,0 days 00:01:33.018000,28.0,2.0,,,32.767,42.092,18.159,0 days 01:39:41.812000,0 days 01:40:23.904000,0 days 01:40:42.063000,279.0,300.0,266.0,298.0,False,HARD,5.0,False,Aston Martin,0 days 01:39:08.998000,2025-04-06 05:46:49.428,1,15.0,False,,False,True,93.018,93.018
558,0 days 01:42:14.881000,ALO,14,0 days 00:01:32.865000,29.0,2.0,,,32.734,42.079,18.052,0 days 01:41:14.797000,0 days 01:41:56.876000,0 days 01:42:14.928000,,300.0,267.0,299.0,False,HARD,6.0,False,Aston Martin,0 days 01:40:42.016000,2025-04-06 05:48:22.446,1,15.0,False,,False,True,92.865,92.86500000000001
559,0 days 01:43:47.865000,ALO,14,0 days 00:01:32.984000,30.0,2.0,,,32.589,42.055,18.34,0 days 01:42:47.517000,0 days 01:43:29.572000,0 days 01:43:47.912000,280.0,300.0,266.0,299.0,False,HARD,7.0,False,Aston Martin,0 days 01:42:14.881000,2025-04-06 05:49:55.311,1,15.0,False,,False,True,92.984,92.98400000000001
560,0 days 01:45:20.719000,ALO,14,0 days 00:01:32.854000,31.0,2.0,,,32.556,42.21,18.088,0 days 01:44:20.468000,0 days 01:45:02.678000,0 days 01:45:20.766000,,300.0,267.0,299.0,True,HARD,8.0,False,Aston Martin,0 days 01:43:47.865000,2025-04-06 05:51:28.295,1,15.0,False,,False,True,92.854,92.85399999999998
561,0 days 01:46:53.422000,ALO,14,0 days 00:01:32.703000,32.0,2.0,,,32.567,42.033,18.103,0 days 01:45:53.333000,0 days 01:46:35.366000,0 days 01:46:53.469000,281.0,300.0,268.0,299.0,True,HARD,9.0,False,Aston Martin,0 days 01:45:20.719000,2025-04-06 05:53:01.149,1,14.0,False,,False,True,92.703,92.703
562,0 days 01:48:25.934000,ALO,14,0 days 00:01:32.512000,33.0,2.0,,,32.437,42.0,18.075,0 days 01:47:25.906000,0 days 01:48:07.906000,0 days 01:48:25.981000,,301.0,268.0,299.0,True,HARD,10.0,False,Aston Martin,0 days 01:46:53.422000,2025-04-06 05:54:33.852,1,13.0,False,,False,True,92.512,92.512
563,0 days 01:49:58.277000,ALO,14,0 days 00:01:32.343000,34.0,2.0,,,32.33,41.925,18.088,0 days 01:48:58.311000,0 days 01:49:40.236000,0 days 01:49:58.324000,280.0,301.0,268.0,298.0,True,HARD,11.0,False,Aston Martin,0 days 01:48:25.934000,2025-04-06 05:56:06.364,1,11.0,False,,False,True,92.343,92.34299999999999
564,0 days 01:51:30.942000,ALO,14,0 days 00:01:32.665000,35.0,2.0,,,32.479,42.09,18.096,0 days 01:50:30.803000,0 days 01:51:12.893000,0 days 01:51:30.989000,277.0,300.0,267.0,299.0,False,HARD,12.0,False,Aston Martin,0 days 01:49:58.277000,2025-04-06 05:57:38.707,1,11.0,False,,False,True,92.665,92.665
565,0 days 01:53:03.545000,ALO,14,0 days 00:01:32.603000,36.0,2.0,,,32.431,42.017,18.155,0 days 01:52:03.420000,0 days 01:52:45.437000,0 days 01:53:03.592000,279.0,299.0,267.0,299.0,False,HARD,13.0,False,Aston Martin,0 days 01:51:30.942000,2025-04-06 05:59:11.372,1,11.0,False,,False,True,92.603,92.60300000000001
566,0 days 01:54:36.019000,ALO,14,0 days 00:01:32.474000,37.0,2.0,,,32.399,42.028,18.047,0 days 01:53:35.991000,0 days 01:54:18.019000,0 days 01:54:36.066000,,300.0,267.0,299.0,False,HARD,14.0,False,Aston Martin,0 days 01:53:03.545000,2025-04-06 06:00:43.975,1,11.0,False,,False,True,92.474,92.47399999999999
567,0 days 01:56:08.562000,ALO,14,0 days 00:01:32.543000,38.0,2.0,,,32.285,42.179,18.079,0 days 01:55:08.351000,0 days 01:55:50.530000,0 days 01:56:08.609000,,300.0,267.0,299.0,False,HARD,15.0,False,Aston Martin,0 days 01:54:36.019000,2025-04-06 06:02:16.449,1,11.0,False,,False,True,92.543,92.543
568,0 days 01:57:41.342000,ALO,14,0 days 00:01:32.780000,39.0,2.0,,,32.578,42.157,18.045,0 days 01:56:41.187000,0 days 01:57:23.344000,0 days 01:57:41.389000,,300.0,268.0,300.0,False,HARD,16.0,False,Aston Martin,0 days 01:56:08.562000,2025-04-06 06:03:48.992,1,11.0,False,,False,True,92.78,92.78
569,0 days 01:59:13.655000,ALO,14,0 days 00:01:32.313000,40.0,2.0,,,32.206,42.08,18.027,0 days 01:58:13.595000,0 days 01:58:55.675000,0 days 01:59:13.702000,280.0,299.0,268.0,298.0,True,HARD,17.0,False,Aston Martin,0 days 01:57:41.342000,2025-04-06 06:05:21.772,1,11.0,False,,False,True,92.313,92.313
570,0 days 02:00:46.131000,ALO,14,0 days 00:01:32.476000,41.0,2.0,,,32.316,41.992,18.168,0 days 01:59:46.018000,0 days 02:00:28.010000,0 days 02:00:46.178000,281.0,299.0,268.0,299.0,False,HARD,18.0,False,Aston Martin,0 days 01:59:13.655000,2025-04-06 06:06:54.085,1,11.0,False,,False,True,92.476,92.476
571,0 days 02:02:18.392000,ALO,14,0 days 00:01:32.261000,42.0,2.0,,,32.161,42.022,18.078,0 days 02:01:18.339000,0 days 02:02:00.361000,0 days 02:02:18.439000,282.0,300.0,268.0,299.0,True,HARD,19.0,False,Aston Martin,0 days 02:00:46.131000,2025-04-06 06:08:26.561,1,11.0,False,,False,True,92.261,92.261
572,0 days 02:03:50.545000,ALO,14,0 days 00:01:32.153000,43.0,2.0,,,32.138,41.938,18.077,0 days 02:02:50.577000,0 days 02:03:32.515000,0 days 02:03:50.592000,283.0,300.0,269.0,299.0,True,HARD,20.0,False,Aston Martin,0 days 02:02:18.392000,2025-04-06 06:09:58.822,1,11.0,False,,False,True,92.153,92.15299999999999
573,0 days 02:05:22.676000,ALO,14,0 days 00:01:32.131000,44.0,2.0,,,32.055,41.954,18.122,0 days 02:04:22.647000,0 days 02:05:04.601000,0 days 02:05:22.723000,284.0,300.0,267.0,297.0,True,HARD,21.0,False,Aston Martin,0 days 02:03:50.545000,2025-04-06 06:11:30.975,1,11.0,False,,False,True,92.131,92.131
574,0 days 02:06:54.924000,ALO,14,0 days 00:01:32.248000,45.0,2.0,,,32.091,41.946,18.211,0 days 02:05:54.814000,0 days 02:06:36.760000,0 days 02:06:54.971000,281.0,301.0,268.0,299.0,False,HARD,22.0,False,Aston Martin,0 days 02:05:22.676000,2025-04-06 06:13:03.106,1,11.0,False,,False,True,92.248,92.248
575,0 days 02:08:26.831000,ALO,14,0 days 00:01:31.907000,46.0,2.0,,,32.022,41.799,18.086,0 days 02:07:26.993000,0 days 02:08:08.792000,0 days 02:08:26.878000,282.0,301.0,269.0,300.0,True,HARD,23.0,False,Aston Martin,0 days 02:06:54.924000,2025-04-06 06:14:35.354,1,11.0,False,,False,True,91.907,91.907
576,0 days 02:09:59.102000,ALO,14,0 days 00:01:32.271000,47.0,2.0,,,32.032,42.057,18.182,0 days 02:08:58.910000,0 days 02:09:40.967000,0 days 02:09:59.149000,,300.0,269.0,301.0,False,HARD,24.0,False,Aston Martin,0 days 02:08:26.831000,2025-04-06 06:16:07.261,1,11.0,False,,False,True,92.271,92.271
