,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:57:41.632000,VER,1,0 days 00:01:34.725000,1.0,1.0,,,,41.962,18.147,,0 days 00:57:23.704000,0 days 00:57:41.736000,281.0,295.0,262.0,293.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:56:06.651000,2025-04-06 05:03:47.081,1,1.0,False,,False,False,94.725,
1,0 days 00:59:15.575000,VER,1,0 days 00:01:33.943000,2.0,1.0,,,33.894,42.026,18.023,0 days 00:58:15.547000,0 days 00:58:57.573000,0 days 00:59:15.596000,279.0,296.0,262.0,295.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:57:41.632000,2025-04-06 05:05:22.062,1,1.0,False,,False,True,93.943,93.943
2,0 days 01:00:49.214000,VER,1,0 days 00:01:33.639000,3.0,1.0,,,33.567,42.027,18.045,0 days 00:59:49.163000,0 days 01:00:31.190000,0 days 01:00:49.235000,282.0,296.0,262.0,296.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:59:15.575000,2025-04-06 05:06:56.005,1,1.0,False,,False,True,93.639,93.639
3,0 days 01:02:22.958000,VER,1,0 days 00:01:33.744000,4.0,1.0,,,33.57,42.14,18.034,0 days 01:01:22.805000,0 days 01:02:04.945000,0 days 01:02:22.979000,283.0,296.0,263.0,296.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:49.214000,2025-04-06 05:08:29.644,1,1.0,False,,False,True,93.744,93.744
4,0 days 01:03:56.734000,VER,1,0 days 00:01:33.776000,5.0,1.0,,,33.486,42.157,18.133,0 days 01:02:56.465000,0 days 01:03:38.622000,0 days 01:03:56.755000,,297.0,263.0,298.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:02:22.958000,2025-04-06 05:10:03.388,1,1.0,False,,False,True,93.776,93.776
5,0 days 01:05:30.380000,VER,1,0 days 00:01:33.646000,6.0,1.0,,,33.319,42.252,18.075,0 days 01:04:30.074000,0 days 01:05:12.326000,0 days 01:05:30.401000,,297.0,263.0,297.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:03:56.734000,2025-04-06 05:11:37.164,1,1.0,False,,False,True,93.646,93.646
6,0 days 01:07:03.906000,VER,1,0 days 00:01:33.526000,7.0,1.0,,,33.193,42.278,18.055,0 days 01:06:03.594000,0 days 01:06:45.872000,0 days 01:07:03.927000,281.0,296.0,263.0,297.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:05:30.380000,2025-04-06 05:13:10.810,1,1.0,False,,False,True,93.526,93.52600000000001
7,0 days 01:08:37.442000,VER,1,0 days 00:01:33.536000,8.0,1.0,,,33.13,42.336,18.07,0 days 01:07:37.057000,0 days 01:08:19.393000,0 days 01:08:37.463000,284.0,296.0,263.0,297.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:03.906000,2025-04-06 05:14:44.336,1,1.0,False,,False,True,93.536,93.536
8,0 days 01:10:10.971000,VER,1,0 days 00:01:33.529000,9.0,1.0,,,33.067,42.336,18.126,0 days 01:09:10.530000,0 days 01:09:52.866000,0 days 01:10:10.992000,282.0,297.0,262.0,297.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:08:37.442000,2025-04-06 05:16:17.872,1,1.0,False,,False,True,93.529,93.529
9,0 days 01:11:44.526000,VER,1,0 days 00:01:33.555000,10.0,1.0,,,33.118,42.367,18.07,0 days 01:10:44.110000,0 days 01:11:26.477000,0 days 01:11:44.547000,,297.0,262.0,298.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:10.971000,2025-04-06 05:17:51.401,1,1.0,False,,False,True,93.555,93.555
10,0 days 01:13:18.024000,VER,1,0 days 00:01:33.498000,11.0,1.0,,,33.132,42.299,18.067,0 days 01:12:17.679000,0 days 01:12:59.978000,0 days 01:13:18.045000,,297.0,263.0,298.0,True,MEDIUM,11.0,True,Red Bull Racing,0 days 01:11:44.526000,2025-04-06 05:19:24.956,1,1.0,False,,False,True,93.498,93.49799999999999
11,0 days 01:14:51.667000,VER,1,0 days 00:01:33.643000,12.0,1.0,,,33.046,42.461,18.136,0 days 01:13:51.091000,0 days 01:14:33.552000,0 days 01:14:51.688000,284.0,297.0,263.0,298.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:18.024000,2025-04-06 05:20:58.454,1,1.0,False,,False,True,93.643,93.643
12,0 days 01:16:25.307000,VER,1,0 days 00:01:33.640000,13.0,1.0,,,33.035,42.473,18.132,0 days 01:15:24.723000,0 days 01:16:07.196000,0 days 01:16:25.328000,283.0,297.0,263.0,297.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:14:51.667000,2025-04-06 05:22:32.097,1,1.0,False,,False,True,93.64,93.64
13,0 days 01:17:58.687000,VER,1,0 days 00:01:33.380000,14.0,1.0,,,32.875,42.429,18.076,0 days 01:16:58.203000,0 days 01:17:40.632000,0 days 01:17:58.708000,284.0,297.0,263.0,298.0,True,MEDIUM,14.0,True,Red Bull Racing,0 days 01:16:25.307000,2025-04-06 05:24:05.737,1,1.0,False,,False,True,93.38,93.38
14,0 days 01:19:32.055000,VER,1,0 days 00:01:33.368000,15.0,1.0,,,32.898,42.373,18.097,0 days 01:18:31.606000,0 days 01:19:13.979000,0 days 01:19:32.076000,285.0,297.0,263.0,299.0,True,MEDIUM,15.0,True,Red Bull Racing,0 days 01:17:58.687000,2025-04-06 05:25:39.117,1,1.0,False,,False,True,93.368,93.368
15,0 days 01:21:05.486000,VER,1,0 days 00:01:33.431000,16.0,1.0,,,32.825,42.538,18.068,0 days 01:20:04.901000,0 days 01:20:47.439000,0 days 01:21:05.507000,284.0,297.0,263.0,298.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:19:32.055000,2025-04-06 05:27:12.485,1,1.0,False,,False,True,93.431,93.431
16,0 days 01:22:39.028000,VER,1,0 days 00:01:33.542000,17.0,1.0,,,32.841,42.557,18.144,0 days 01:21:38.348000,0 days 01:22:20.905000,0 days 01:22:39.049000,,298.0,263.0,298.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:21:05.486000,2025-04-06 05:28:45.916,1,1.0,False,,False,True,93.542,93.542
17,0 days 01:24:12.381000,VER,1,0 days 00:01:33.353000,18.0,1.0,,,32.785,42.491,18.077,0 days 01:23:11.834000,0 days 01:23:54.325000,0 days 01:24:12.402000,285.0,298.0,263.0,297.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:22:39.028000,2025-04-06 05:30:19.458,1,1.0,False,,False,True,93.353,93.353
18,0 days 01:25:45.739000,VER,1,0 days 00:01:33.358000,19.0,1.0,,,32.745,42.482,18.131,0 days 01:24:45.147000,0 days 01:25:27.629000,0 days 01:25:45.760000,284.0,298.0,264.0,298.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:24:12.381000,2025-04-06 05:31:52.811,1,1.0,False,,False,True,93.358,93.358
19,0 days 01:27:18.803000,VER,1,0 days 00:01:33.064000,20.0,1.0,,,32.474,42.472,18.118,0 days 01:26:18.234000,0 days 01:27:00.706000,0 days 01:27:18.824000,285.0,298.0,264.0,298.0,True,MEDIUM,20.0,True,Red Bull Racing,0 days 01:25:45.739000,2025-04-06 05:33:26.169,1,1.0,False,,False,True,93.064,93.064
20,0 days 01:28:54.023000,VER,1,0 days 00:01:35.220000,21.0,1.0,,0 days 01:28:52.762000,32.449,42.44,20.331,0 days 01:27:51.273000,0 days 01:28:33.713000,0 days 01:28:54.044000,281.0,298.0,,299.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:27:18.803000,2025-04-06 05:34:59.233,1,1.0,False,,False,False,95.22,95.22
21,0 days 01:30:48.101000,VER,1,0 days 00:01:54.078000,22.0,2.0,0 days 01:29:17.340000,,54.295,41.802,17.981,0 days 01:29:48.339000,0 days 01:30:30.141000,0 days 01:30:48.122000,283.0,302.0,266.0,301.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:28:54.023000,2025-04-06 05:36:34.453,1,5.0,False,,False,False,114.078,114.078
22,0 days 01:32:20.783000,VER,1,0 days 00:01:32.682000,23.0,2.0,,,32.736,41.867,18.079,0 days 01:31:20.858000,0 days 01:32:02.725000,0 days 01:32:20.804000,284.0,306.0,272.0,306.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:30:48.101000,2025-04-06 05:38:28.531,1,5.0,False,,False,True,92.682,92.68199999999999
23,0 days 01:33:53.074000,VER,1,0 days 00:01:32.291000,24.0,2.0,,,32.379,41.95,17.962,0 days 01:32:53.183000,0 days 01:33:35.133000,0 days 01:33:53.095000,282.0,303.0,265.0,303.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:32:20.783000,2025-04-06 05:40:01.213,1,4.0,False,,False,True,92.291,92.29100000000001
24,0 days 01:35:25.580000,VER,1,0 days 00:01:32.506000,25.0,2.0,,,32.606,41.89,18.01,0 days 01:34:25.701000,0 days 01:35:07.591000,0 days 01:35:25.601000,287.0,303.0,265.0,303.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:33:53.074000,2025-04-06 05:41:33.504,1,3.0,False,,False,True,92.506,92.50600000000001
25,0 days 01:36:58.028000,VER,1,0 days 00:01:32.448000,26.0,2.0,,,32.488,41.948,18.012,0 days 01:35:58.089000,0 days 01:36:40.037000,0 days 01:36:58.049000,286.0,301.0,266.0,302.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:35:25.580000,2025-04-06 05:43:06.010,1,3.0,False,,False,True,92.448,92.44800000000001
26,0 days 01:38:30.374000,VER,1,0 days 00:01:32.346000,27.0,2.0,,,32.464,41.948,17.934,0 days 01:37:30.513000,0 days 01:38:12.461000,0 days 01:38:30.395000,,302.0,266.0,302.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:36:58.028000,2025-04-06 05:44:38.458,1,3.0,False,,False,True,92.346,92.346
27,0 days 01:40:02.837000,VER,1,0 days 00:01:32.463000,28.0,2.0,,,32.516,41.941,18.006,0 days 01:39:02.911000,0 days 01:39:44.852000,0 days 01:40:02.858000,285.0,302.0,267.0,301.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:38:30.374000,2025-04-06 05:46:10.804,1,3.0,False,,False,True,92.463,92.463
28,0 days 01:41:34.985000,VER,1,0 days 00:01:32.148000,29.0,2.0,,,32.292,41.902,17.954,0 days 01:40:35.150000,0 days 01:41:17.052000,0 days 01:41:35.006000,287.0,302.0,267.0,302.0,True,HARD,8.0,True,Red Bull Racing,0 days 01:40:02.837000,2025-04-06 05:47:43.267,1,3.0,False,,False,True,92.148,92.148
29,0 days 01:43:07.631000,VER,1,0 days 00:01:32.646000,30.0,2.0,,,32.347,42.049,18.25,0 days 01:42:07.353000,0 days 01:42:49.402000,0 days 01:43:07.652000,284.0,303.0,270.0,304.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:41:34.985000,2025-04-06 05:49:15.415,1,2.0,False,,False,True,92.646,92.646
30,0 days 01:44:39.365000,VER,1,0 days 00:01:31.734000,31.0,2.0,,,31.854,41.932,17.948,0 days 01:43:39.506000,0 days 01:44:21.438000,0 days 01:44:39.386000,287.0,301.0,265.0,302.0,True,HARD,10.0,True,Red Bull Racing,0 days 01:43:07.631000,2025-04-06 05:50:48.061,1,2.0,False,,False,True,91.734,91.73400000000001
31,0 days 01:46:11.398000,VER,1,0 days 00:01:32.033000,32.0,2.0,,,32.143,41.921,17.969,0 days 01:45:11.529000,0 days 01:45:53.450000,0 days 01:46:11.419000,286.0,299.0,266.0,300.0,False,HARD,11.0,True,Red Bull Racing,0 days 01:44:39.365000,2025-04-06 05:52:19.795,1,1.0,False,,False,True,92.033,92.03299999999999
32,0 days 01:47:43.212000,VER,1,0 days 00:01:31.814000,33.0,2.0,,,32.065,41.803,17.946,0 days 01:46:43.484000,0 days 01:47:25.287000,0 days 01:47:43.233000,,299.0,266.0,300.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:46:11.398000,2025-04-06 05:53:51.828,1,1.0,False,,False,True,91.814,91.814
33,0 days 01:49:14.994000,VER,1,0 days 00:01:31.782000,34.0,2.0,,,32.083,41.774,17.925,0 days 01:48:15.316000,0 days 01:48:57.090000,0 days 01:49:15.015000,287.0,299.0,266.0,299.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:47:43.212000,2025-04-06 05:55:23.642,1,1.0,False,,False,True,91.782,91.782
34,0 days 01:50:47.004000,VER,1,0 days 00:01:32.010000,35.0,2.0,,,32.08,41.907,18.023,0 days 01:49:47.095000,0 days 01:50:29.002000,0 days 01:50:47.025000,,299.0,266.0,299.0,False,HARD,14.0,True,Red Bull Racing,0 days 01:49:14.994000,2025-04-06 05:56:55.424,1,1.0,False,,False,True,92.01,92.00999999999999
35,0 days 01:52:18.762000,VER,1,0 days 00:01:31.758000,36.0,2.0,,,31.972,41.801,17.985,0 days 01:51:18.997000,0 days 01:52:00.798000,0 days 01:52:18.783000,286.0,300.0,266.0,300.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:50:47.004000,2025-04-06 05:58:27.434,1,1.0,False,,False,True,91.758,91.758
36,0 days 01:53:50.501000,VER,1,0 days 00:01:31.739000,37.0,2.0,,,32.041,41.827,17.871,0 days 01:52:50.824000,0 days 01:53:32.651000,0 days 01:53:50.522000,285.0,300.0,267.0,300.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:52:18.762000,2025-04-06 05:59:59.192,1,1.0,False,,False,True,91.739,91.73899999999999
37,0 days 01:55:22.289000,VER,1,0 days 00:01:31.788000,38.0,2.0,,,31.926,41.861,18.001,0 days 01:54:22.448000,0 days 01:55:04.309000,0 days 01:55:22.310000,,300.0,266.0,300.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:53:50.501000,2025-04-06 06:01:30.931,1,1.0,False,,False,True,91.788,91.788
38,0 days 01:56:54.068000,VER,1,0 days 00:01:31.779000,39.0,2.0,,,31.91,41.9,17.969,0 days 01:55:54.220000,0 days 01:56:36.120000,0 days 01:56:54.089000,284.0,300.0,267.0,302.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:55:22.289000,2025-04-06 06:03:02.719,1,1.0,False,,False,True,91.779,91.779
39,0 days 01:58:25.581000,VER,1,0 days 00:01:31.513000,40.0,2.0,,,31.829,41.826,17.858,0 days 01:57:25.918000,0 days 01:58:07.744000,0 days 01:58:25.602000,285.0,301.0,267.0,303.0,True,HARD,19.0,True,Red Bull Racing,0 days 01:56:54.068000,2025-04-06 06:04:34.498,1,1.0,False,,False,True,91.513,91.513
40,0 days 01:59:57.161000,VER,1,0 days 00:01:31.580000,41.0,2.0,,,31.773,41.884,17.923,0 days 01:58:57.375000,0 days 01:59:39.259000,0 days 01:59:57.182000,,301.0,268.0,302.0,False,HARD,20.0,True,Red Bull Racing,0 days 01:58:25.581000,2025-04-06 06:06:06.011,1,1.0,False,,False,True,91.58,91.58
41,0 days 02:01:28.629000,VER,1,0 days 00:01:31.468000,42.0,2.0,,,31.715,41.833,17.92,0 days 02:00:28.897000,0 days 02:01:10.730000,0 days 02:01:28.650000,289.0,301.0,268.0,303.0,True,HARD,21.0,True,Red Bull Racing,0 days 01:59:57.161000,2025-04-06 06:07:37.591,1,1.0,False,,False,True,91.468,91.468
42,0 days 02:03:00.070000,VER,1,0 days 00:01:31.441000,43.0,2.0,,,31.714,41.806,17.921,0 days 02:02:00.364000,0 days 02:02:42.170000,0 days 02:03:00.091000,288.0,302.0,268.0,303.0,True,HARD,22.0,True,Red Bull Racing,0 days 02:01:28.629000,2025-04-06 06:09:09.059,1,1.0,False,,False,True,91.441,91.441
43,0 days 02:04:31.671000,VER,1,0 days 00:01:31.601000,44.0,2.0,,,31.765,41.892,17.944,0 days 02:03:31.856000,0 days 02:04:13.748000,0 days 02:04:31.692000,,302.0,268.0,303.0,False,HARD,23.0,True,Red Bull Racing,0 days 02:03:00.070000,2025-04-06 06:10:40.500,1,1.0,False,,False,True,91.601,91.60100000000001
44,0 days 02:06:03.275000,VER,1,0 days 00:01:31.604000,45.0,2.0,,,31.84,41.816,17.948,0 days 02:05:03.532000,0 days 02:05:45.348000,0 days 02:06:03.296000,290.0,304.0,268.0,303.0,False,HARD,24.0,True,Red Bull Racing,0 days 02:04:31.671000,2025-04-06 06:12:12.101,1,1.0,False,,False,True,91.604,91.60400000000001
45,0 days 02:07:34.742000,VER,1,0 days 00:01:31.467000,46.0,2.0,,,31.72,41.841,17.906,0 days 02:06:35.016000,0 days 02:07:16.857000,0 days 02:07:34.763000,288.0,301.0,268.0,301.0,False,HARD,25.0,True,Red Bull Racing,0 days 02:06:03.275000,2025-04-06 06:13:43.705,1,1.0,False,,False,True,91.467,91.46700000000001
46,0 days 02:09:06.119000,VER,1,0 days 00:01:31.377000,47.0,2.0,,,31.632,41.827,17.918,0 days 02:08:06.395000,0 days 02:08:48.222000,0 days 02:09:06.140000,,301.0,268.0,302.0,True,HARD,26.0,True,Red Bull Racing,0 days 02:07:34.742000,2025-04-06 06:15:15.172,1,1.0,False,,False,True,91.377,91.37700000000001
47,0 days 02:10:37.477000,VER,1,0 days 00:01:31.358000,48.0,2.0,,,31.599,41.852,17.907,0 days 02:09:37.739000,0 days 02:10:19.591000,0 days 02:10:37.498000,,302.0,269.0,303.0,True,HARD,27.0,True,Red Bull Racing,0 days 02:09:06.119000,2025-04-06 06:16:46.549,1,1.0,False,,False,True,91.358,91.35799999999999
48,0 days 02:12:08.752000,VER,1,0 days 00:01:31.275000,49.0,2.0,,,31.542,41.814,17.919,0 days 02:11:09.040000,0 days 02:11:50.854000,0 days 02:12:08.773000,,303.0,269.0,303.0,True,HARD,28.0,True,Red Bull Racing,0 days 02:10:37.477000,2025-04-06 06:18:17.907,1,1.0,False,,False,True,91.275,91.27499999999999
49,0 days 02:13:40.116000,VER,1,0 days 00:01:31.364000,50.0,2.0,,,31.481,41.886,17.997,0 days 02:12:40.254000,0 days 02:13:22.140000,0 days 02:13:40.137000,290.0,302.0,269.0,301.0,False,HARD,29.0,True,Red Bull Racing,0 days 02:12:08.752000,2025-04-06 06:19:49.182,1,1.0,False,,False,True,91.364,91.364
50,0 days 02:15:11.301000,VER,1,0 days 00:01:31.185000,51.0,2.0,,,31.392,41.775,18.018,0 days 02:14:11.529000,0 days 02:14:53.304000,0 days 02:15:11.322000,,302.0,270.0,301.0,True,HARD,30.0,True,Red Bull Racing,0 days 02:13:40.116000,2025-04-06 06:21:20.546,1,1.0,False,,False,True,91.185,91.185
51,0 days 02:16:42.342000,VER,1,0 days 00:01:31.041000,52.0,2.0,,,31.286,41.708,18.047,0 days 02:15:42.608000,0 days 02:16:24.316000,0 days 02:16:42.363000,,303.0,269.0,302.0,True,HARD,31.0,True,Red Bull Racing,0 days 02:15:11.301000,2025-04-06 06:22:51.731,1,1.0,False,,False,True,91.041,91.041
52,0 days 02:18:13.890000,VER,1,0 days 00:01:31.548000,53.0,2.0,,,31.464,41.932,18.152,0 days 02:17:13.827000,0 days 02:17:55.759000,0 days 02:18:13.911000,,303.0,268.0,303.0,False,HARD,32.0,True,Red Bull Racing,0 days 02:16:42.342000,2025-04-06 06:24:22.772,1,1.0,False,,False,True,91.548,91.548
53,0 days 00:57:42.668000,NOR,4,0 days 00:01:35.761000,1.0,1.0,,,,42.21,18.262,,0 days 00:57:24.611000,0 days 00:57:42.767000,281.0,296.0,262.0,291.0,False,MEDIUM,1.0,True,McLaren,0 days 00:56:06.651000,2025-04-06 05:03:47.081,1,2.0,False,,False,False,95.761,
54,0 days 00:59:16.615000,NOR,4,0 days 00:01:33.947000,2.0,1.0,,,33.809,42.049,18.089,0 days 00:58:16.522000,0 days 00:58:58.571000,0 days 00:59:16.660000,,298.0,266.0,295.0,True,MEDIUM,2.0,True,McLaren,0 days 00:57:42.668000,2025-04-06 05:05:23.098,1,2.0,False,,False,True,93.947,93.947
55,0 days 01:00:50.404000,NOR,4,0 days 00:01:33.789000,3.0,1.0,,,33.515,42.096,18.178,0 days 00:59:50.175000,0 days 01:00:32.271000,0 days 01:00:50.449000,282.0,298.0,263.0,293.0,True,MEDIUM,3.0,True,McLaren,0 days 00:59:16.615000,2025-04-06 05:06:57.045,1,2.0,False,,False,True,93.789,93.78899999999999
56,0 days 01:02:24.242000,NOR,4,0 days 00:01:33.838000,4.0,1.0,,,33.576,42.123,18.139,0 days 01:01:24.025000,0 days 01:02:06.148000,0 days 01:02:24.287000,278.0,298.0,264.0,298.0,False,MEDIUM,4.0,True,McLaren,0 days 01:00:50.404000,2025-04-06 05:08:30.834,1,2.0,False,,False,True,93.838,93.838
57,0 days 01:03:58.189000,NOR,4,0 days 00:01:33.947000,5.0,1.0,,,33.62,42.142,18.185,0 days 01:02:57.907000,0 days 01:03:40.049000,0 days 01:03:58.234000,,299.0,263.0,295.0,False,MEDIUM,5.0,True,McLaren,0 days 01:02:24.242000,2025-04-06 05:10:04.672,1,2.0,False,,False,True,93.947,93.947
58,0 days 01:05:32.125000,NOR,4,0 days 00:01:33.936000,6.0,1.0,,,33.573,42.304,18.059,0 days 01:04:31.807000,0 days 01:05:14.111000,0 days 01:05:32.170000,280.0,298.0,263.0,298.0,False,MEDIUM,6.0,True,McLaren,0 days 01:03:58.189000,2025-04-06 05:11:38.619,1,2.0,False,,False,True,93.936,93.936
59,0 days 01:07:05.945000,NOR,4,0 days 00:01:33.820000,7.0,1.0,,,33.467,42.271,18.082,0 days 01:06:05.637000,0 days 01:06:47.908000,0 days 01:07:05.990000,279.0,297.0,263.0,298.0,False,MEDIUM,7.0,True,McLaren,0 days 01:05:32.125000,2025-04-06 05:13:12.555,1,2.0,False,,False,True,93.82,93.82
60,0 days 01:08:39.533000,NOR,4,0 days 00:01:33.588000,8.0,1.0,,,33.149,42.371,18.068,0 days 01:07:39.139000,0 days 01:08:21.510000,0 days 01:08:39.578000,282.0,297.0,263.0,298.0,True,MEDIUM,8.0,True,McLaren,0 days 01:07:05.945000,2025-04-06 05:14:46.375,1,2.0,False,,False,True,93.588,93.58800000000001
61,0 days 01:10:13.045000,NOR,4,0 days 00:01:33.512000,9.0,1.0,,,33.093,42.303,18.116,0 days 01:09:12.671000,0 days 01:09:54.974000,0 days 01:10:13.090000,280.0,298.0,263.0,298.0,True,MEDIUM,9.0,True,McLaren,0 days 01:08:39.533000,2025-04-06 05:16:19.963,1,2.0,False,,False,True,93.512,93.512
62,0 days 01:11:46.693000,NOR,4,0 days 00:01:33.648000,10.0,1.0,,,33.011,42.462,18.175,0 days 01:10:46.101000,0 days 01:11:28.563000,0 days 01:11:46.738000,,298.0,262.0,299.0,False,MEDIUM,10.0,True,McLaren,0 days 01:10:13.045000,2025-04-06 05:17:53.475,1,2.0,False,,False,True,93.648,93.64800000000001
63,0 days 01:13:20.267000,NOR,4,0 days 00:01:33.574000,11.0,1.0,,,32.991,42.409,18.174,0 days 01:12:19.729000,0 days 01:13:02.138000,0 days 01:13:20.312000,278.0,298.0,263.0,299.0,False,MEDIUM,11.0,True,McLaren,0 days 01:11:46.693000,2025-04-06 05:19:27.123,1,2.0,False,,False,True,93.574,93.57400000000001
64,0 days 01:14:53.732000,NOR,4,0 days 00:01:33.465000,12.0,1.0,,,32.772,42.461,18.232,0 days 01:13:53.084000,0 days 01:14:35.545000,0 days 01:14:53.777000,280.0,298.0,263.0,299.0,True,MEDIUM,12.0,True,McLaren,0 days 01:13:20.267000,2025-04-06 05:21:00.697,1,2.0,False,,False,True,93.465,93.465
65,0 days 01:16:27.198000,NOR,4,0 days 00:01:33.466000,13.0,1.0,,,32.865,42.452,18.149,0 days 01:15:26.642000,0 days 01:16:09.094000,0 days 01:16:27.243000,,298.0,264.0,299.0,False,MEDIUM,13.0,True,McLaren,0 days 01:14:53.732000,2025-04-06 05:22:34.162,1,2.0,False,,False,True,93.466,93.46600000000001
66,0 days 01:18:00.711000,NOR,4,0 days 00:01:33.513000,14.0,1.0,,,32.836,42.571,18.106,0 days 01:17:00.079000,0 days 01:17:42.650000,0 days 01:18:00.756000,,298.0,263.0,299.0,False,MEDIUM,14.0,True,McLaren,0 days 01:16:27.198000,2025-04-06 05:24:07.628,1,2.0,False,,False,True,93.513,93.513
67,0 days 01:19:34.221000,NOR,4,0 days 00:01:33.510000,15.0,1.0,,,32.866,42.525,18.119,0 days 01:18:33.622000,0 days 01:19:16.147000,0 days 01:19:34.266000,282.0,297.0,263.0,299.0,False,MEDIUM,15.0,True,McLaren,0 days 01:18:00.711000,2025-04-06 05:25:41.141,1,2.0,False,,False,True,93.51,93.50999999999999
68,0 days 01:21:07.622000,NOR,4,0 days 00:01:33.401000,16.0,1.0,,,32.626,42.666,18.109,0 days 01:20:06.892000,0 days 01:20:49.558000,0 days 01:21:07.667000,,299.0,262.0,299.0,True,MEDIUM,16.0,True,McLaren,0 days 01:19:34.221000,2025-04-06 05:27:14.651,1,2.0,False,,False,True,93.401,93.40100000000001
69,0 days 01:22:40.950000,NOR,4,0 days 00:01:33.328000,17.0,1.0,,,32.645,42.599,18.084,0 days 01:21:40.312000,0 days 01:22:22.911000,0 days 01:22:40.995000,,300.0,263.0,299.0,True,MEDIUM,17.0,True,McLaren,0 days 01:21:07.622000,2025-04-06 05:28:48.052,1,2.0,False,,False,True,93.328,93.328
70,0 days 01:24:14.211000,NOR,4,0 days 00:01:33.261000,18.0,1.0,,,32.527,42.562,18.172,0 days 01:23:13.522000,0 days 01:23:56.084000,0 days 01:24:14.256000,,299.0,263.0,299.0,True,MEDIUM,18.0,True,McLaren,0 days 01:22:40.950000,2025-04-06 05:30:21.380,1,2.0,False,,False,True,93.261,93.261
71,0 days 01:25:47.199000,NOR,4,0 days 00:01:32.988000,19.0,1.0,,,32.465,42.471,18.052,0 days 01:24:46.721000,0 days 01:25:29.192000,0 days 01:25:47.244000,281.0,300.0,264.0,300.0,True,MEDIUM,19.0,True,McLaren,0 days 01:24:14.211000,2025-04-06 05:31:54.641,1,2.0,False,,False,True,92.988,92.988
72,0 days 01:27:20.318000,NOR,4,0 days 00:01:33.119000,20.0,1.0,,,32.493,42.539,18.087,0 days 01:26:19.737000,0 days 01:27:02.276000,0 days 01:27:20.363000,282.0,300.0,264.0,300.0,False,MEDIUM,20.0,True,McLaren,0 days 01:25:47.199000,2025-04-06 05:33:27.629,1,2.0,False,,False,True,93.119,93.11900000000001
73,0 days 01:28:55.352000,NOR,4,0 days 00:01:35.034000,21.0,1.0,,0 days 01:28:54.184000,32.337,42.48,20.217,0 days 01:27:52.700000,0 days 01:28:35.180000,0 days 01:28:55.397000,284.0,299.0,,300.0,False,MEDIUM,21.0,True,McLaren,0 days 01:27:20.318000,2025-04-06 05:35:00.748,1,2.0,False,,False,False,95.034,95.034
74,0 days 01:30:50.149000,NOR,4,0 days 00:01:54.797000,22.0,2.0,0 days 01:29:17.403000,,54.865,41.955,17.977,0 days 01:29:50.262000,0 days 01:30:32.217000,0 days 01:30:50.194000,281.0,300.0,267.0,300.0,False,HARD,1.0,True,McLaren,0 days 01:28:55.352000,2025-04-06 05:36:35.782,1,6.0,False,,False,False,114.797,114.797
75,0 days 01:32:22.868000,NOR,4,0 days 00:01:32.719000,23.0,2.0,,,32.903,41.891,17.925,0 days 01:31:23.097000,0 days 01:32:04.988000,0 days 01:32:22.913000,284.0,302.0,268.0,300.0,True,HARD,2.0,True,McLaren,0 days 01:30:50.149000,2025-04-06 05:38:30.579,1,6.0,False,,False,True,92.719,92.719
